ID,Delivery_person_Age,Delivery_person_Ratings,Type_of_order,Type_of_vehicle,Time_taken(min)
E27B,32,4.6,Drinks ,motorcycle ,30
4621,39,4.8,Buffet ,motorcycle ,20
2A80,31,4.9,Drinks ,motorcycle ,12
3905,35,3.7,Drinks ,scooter ,31
7DC5,36,4.8,Drinks ,motorcycle ,15
3E+71,37,4.0,Snack ,scooter ,34
7E+47,30,4.6,Drinks ,scooter ,37
9CBC,24,5.0,Snack ,motorcycle ,44
8A73,32,4.6,Meal ,scooter ,15
CF17,24,4.9,Snack ,motorcycle ,22
8CA4,33,4.3,Meal ,motorcycle ,51
3CFB,31,4.6,Drinks ,scooter ,16
CC7A,24,4.6,Meal ,scooter ,28
749C,26,4.6,Meal ,motorcycle ,28
4686,29,5.0,Drinks ,motorcycle ,32
2C68,35,3.8,Drinks ,scooter ,40
D2A2,30,3.7,Buffet ,motorcycle ,37
2DB4,28,4.6,Snack ,scooter ,17
9BB7,21,4.8,Drinks ,scooter ,12
4A70,24,4.7,Buffet ,scooter ,17
B066,23,4.6,Drinks ,electric_scooter ,18
4574,31,3.5,Drinks ,motorcycle ,35
4475,39,4.3,Drinks ,motorcycle ,32
335F,30,4.6,Snack ,electric_scooter ,29
5619,34,4.8,Snack ,motorcycle ,26
7EAB,26,4.6,Snack ,motorcycle ,26
E1B5,21,5.0,Snack ,scooter ,15
A9FD,32,4.9,Meal ,electric_scooter ,13
D73C,26,4.8,Meal ,motorcycle ,15
7F81,31,5.0,Meal ,scooter ,18
6684,30,4.5,Drinks ,motorcycle ,20
CD27,21,4.6,Snack ,motorcycle ,17
9760,35,4.9,Meal ,scooter ,19
52D4,22,4.9,Buffet ,motorcycle ,13
3F74,26,5.0,Snack ,scooter ,28
576,29,4.6,Meal ,scooter ,37
1688,28,4.8,Snack ,motorcycle ,13
4178,39,4.6,Drinks ,motorcycle ,35
2A05,23,4.7,Drinks ,scooter ,28
CAAE,34,4.7,Snack ,scooter ,18
4.9E+01,35,4.6,Buffet ,motorcycle ,38
5FC,50,6.0,Buffet ,scooter ,28
DAEE,23,4.5,Drinks ,scooter ,14
4520,35,4.7,Drinks ,electric_scooter ,17
8B6C,34,4.9,Drinks ,scooter ,17
1827,37,5.0,Drinks ,motorcycle ,22
8E+21,38,4.9,Meal ,motorcycle ,28
41D7,37,4.5,Buffet ,motorcycle ,23
75B0,38,4.9,Meal ,motorcycle ,30
8129,34,4.9,Meal ,motorcycle ,27
2F61,36,5.0,Buffet ,motorcycle ,21
9424,39,4.8,Meal ,scooter ,44
89A6,23,5.0,Meal ,motorcycle ,16
5771,26,4.8,Meal ,scooter ,26
B909,20,4.6,Buffet ,motorcycle ,21
BD35,38,4.7,Snack ,motorcycle ,19
ABD0,30,4.8,Meal ,scooter ,16
BF7C,29,4.6,Snack ,motorcycle ,28
1964,39,4.3,Buffet ,scooter ,32
693F,38,4.3,Drinks ,motorcycle ,45
CFA3,26,4.8,Buffet ,motorcycle ,21
C6C0,35,5.0,Snack ,motorcycle ,47
2A5C,34,4.0,Meal ,scooter ,32
21B3,20,4.8,Drinks ,motorcycle ,24
7C76,39,4.6,Drinks ,scooter ,22
143F,26,4.6,Buffet ,scooter ,10
61E,29,4.6,Snack ,motorcycle ,26
2EBA,34,4.9,Snack ,electric_scooter ,22
AD92,33,4.6,Snack ,motorcycle ,26
445D,22,4.7,Snack ,motorcycle ,27
9D4A,39,3.9,Buffet ,scooter ,36
D271,30,4.6,Snack ,motorcycle ,24
70A1,23,4.4,Drinks ,motorcycle ,23
5523,35,4.7,Drinks ,motorcycle ,27
A9A1,26,3.9,Buffet ,motorcycle ,49
36B4,38,4.7,Buffet ,scooter ,40
CD04,24,4.6,Meal ,scooter ,23
CC91,27,4.7,Meal ,scooter ,12
219D,20,5.0,Buffet ,scooter ,26
1B70,29,4.6,Buffet ,motorcycle ,53
14EC,37,5.0,Snack ,motorcycle ,46
3F76,22,4.9,Meal ,motorcycle ,25
4A4E,39,4.6,Drinks ,electric_scooter ,20
5CE3,28,4.9,Buffet ,motorcycle ,26
C2C3,21,4.9,Meal ,motorcycle ,22
2.8E+06,20,4.9,Buffet ,electric_scooter ,17
7FD6,27,5.0,Buffet ,scooter ,17
9183,22,5.0,Drinks ,scooter ,17
B973,21,5.0,Drinks ,motorcycle ,34
8D20,33,4.7,Drinks ,motorcycle ,46
25D6,30,4.9,Meal ,motorcycle ,22
CFE9,24,4.5,Snack ,motorcycle ,17
3081,27,4.6,Meal ,motorcycle ,43
76B3,39,4.5,Meal ,motorcycle ,51
9D5E,31,4.8,Snack ,electric_scooter ,27
7C17,32,4.9,Meal ,motorcycle ,28
C3C5,36,4.6,Buffet ,electric_scooter ,31
B1FF,35,4.6,Buffet ,motorcycle ,30
883E,34,4.8,Drinks ,scooter ,21
8E9F,30,5.0,Meal ,motorcycle ,31
3C49,22,4.6,Meal ,motorcycle ,29
ADA9,35,4.9,Buffet ,scooter ,21
767F,29,4.6,Meal ,scooter ,12
DB04,33,5.0,Drinks ,scooter ,33
33EC,38,4.9,Meal ,motorcycle ,51
9CD9,23,4.7,Snack ,electric_scooter ,12
4F35,27,4.8,Snack ,electric_scooter ,26
2CF4,39,4.9,Buffet ,motorcycle ,23
C7C8,32,4.7,Drinks ,motorcycle ,36
202C,21,4.6,Buffet ,scooter ,26
C196,33,4.8,Meal ,scooter ,17
B059,20,4.2,Drinks ,scooter ,32
7257,21,4.5,Snack ,scooter ,21
D27D,30,4.8,Buffet ,motorcycle ,27
4191,32,4.8,Snack ,motorcycle ,26
DC1A,24,4.6,Snack ,motorcycle ,15
2777,35,4.9,Meal ,electric_scooter ,29
5154,30,3.8,Drinks ,scooter ,31
B587,34,4.4,Snack ,scooter ,44
7642,38,4.9,Buffet ,motorcycle ,19
893C,34,4.7,Drinks ,motorcycle ,42
BD27,38,4.9,Snack ,scooter ,30
9BEE,28,4.7,Drinks ,motorcycle ,25
6A15,32,4.5,Meal ,scooter ,15
4AB1,36,4.7,Snack ,motorcycle ,40
DB1,20,4.9,Meal ,motorcycle ,10
804C,20,4.8,Snack ,motorcycle ,35
A1F8,34,5.0,Buffet ,scooter ,15
BCFE,25,4.0,Snack ,motorcycle ,27
A3D9,36,4.7,Meal ,scooter ,31
9235,27,4.5,Snack ,motorcycle ,22
5483,39,4.4,Meal ,motorcycle ,21
29C9,28,4.4,Meal ,motorcycle ,35
820C,20,4.8,Drinks ,motorcycle ,38
9D69,32,5.0,Drinks ,motorcycle ,47
8F80,20,4.8,Buffet ,motorcycle ,18
6184,29,4.6,Buffet ,scooter ,29
7A7,38,3.8,Buffet ,scooter ,32
1886,39,4.1,Buffet ,motorcycle ,20
7E0F,36,4.7,Drinks ,motorcycle ,28
620C,38,4.4,Snack ,scooter ,33
1643,24,4.6,Meal ,motorcycle ,25
D0A6,35,4.3,Snack ,electric_scooter ,39
AF12,20,4.7,Snack ,scooter ,11
59D,29,4.6,Snack ,motorcycle ,51
8A79,29,4.8,Snack ,motorcycle ,15
7ACF,24,4.8,Drinks ,motorcycle ,22
C6AC,22,4.7,Snack ,electric_scooter ,27
831D,39,4.8,Meal ,motorcycle ,29
207B,37,4.0,Drinks ,motorcycle ,31
4319,28,4.1,Snack ,motorcycle ,27
3AF6,21,4.7,Snack ,motorcycle ,28
624C,28,4.6,Meal ,motorcycle ,29
3DEA,23,4.9,Snack ,motorcycle ,29
DE9D,36,3.0,Meal ,motorcycle ,33
1862,28,4.7,Drinks ,scooter ,26
C63D,33,4.7,Snack ,motorcycle ,17
98BB,24,4.9,Drinks ,motorcycle ,20
9B8,34,4.7,Meal ,motorcycle ,47
6243,26,4.5,Snack ,motorcycle ,21
A0B4,32,4.8,Meal ,motorcycle ,16
E1C8,24,4.7,Buffet ,motorcycle ,22
9DFC,23,4.7,Buffet ,scooter ,12
4BAC,28,4.6,Buffet ,scooter ,34
B8EE,31,4.6,Snack ,scooter ,22
C9CE,34,4.7,Meal ,motorcycle ,39
824E,36,4.8,Meal ,scooter ,16
75C7,20,4.6,Meal ,motorcycle ,28
4F54,33,4.2,Drinks ,electric_scooter ,44
D855,29,5.0,Buffet ,motorcycle ,24
A416,20,4.7,Meal ,motorcycle ,16
4BDD,36,4.8,Buffet ,scooter ,20
9969,36,4.6,Meal ,electric_scooter ,25
BD79,29,4.9,Drinks ,motorcycle ,14
658,30,4.0,Buffet ,electric_scooter ,39
28A9,32,4.9,Meal ,scooter ,22
5.1E+08,38,4.5,Snack ,scooter ,16
B6C5,27,4.8,Meal ,motorcycle ,14
AE36,34,4.6,Snack ,motorcycle ,47
531D,23,5.0,Snack ,motorcycle ,18
1AAA,20,4.9,Meal ,motorcycle ,15
297B,29,4.6,Buffet ,scooter ,26
7BB0,20,4.6,Snack ,motorcycle ,15
649E,33,4.7,Meal ,scooter ,21
1CC9,35,4.6,Buffet ,motorcycle ,19
2A5E,29,4.1,Drinks ,motorcycle ,42
83AA,32,4.7,Meal ,electric_scooter ,16
5DCC,30,4.2,Snack ,scooter ,31
77BA,24,5.0,Meal ,motorcycle ,24
6DD4,20,4.6,Snack ,motorcycle ,16
E88,27,4.7,Snack ,motorcycle ,29
597B,28,4.3,Meal ,motorcycle ,50
4BB3,35,4.9,Meal ,motorcycle ,22
A9CD,26,4.7,Buffet ,scooter ,17
4E3F,36,4.6,Meal ,motorcycle ,46
2740,39,3.9,Drinks ,motorcycle ,38
4FD0,30,5.0,Drinks ,scooter ,19
1CA6,24,4.7,Meal ,motorcycle ,21
9E+64,24,4.9,Snack ,scooter ,17
D8BC,27,4.9,Meal ,motorcycle ,23
6060,27,4.6,Drinks ,scooter ,28
816E,30,4.9,Drinks ,scooter ,21
59B8,26,4.7,Buffet ,motorcycle ,36
CAB7,22,4.5,Buffet ,motorcycle ,26
38ED,28,4.7,Buffet ,motorcycle ,29
57F0,27,5.0,Meal ,motorcycle ,18
BBC5,24,4.8,Drinks ,motorcycle ,16
231E,29,4.6,Buffet ,scooter ,14
970,29,4.6,Drinks ,motorcycle ,26
B168,32,4.8,Meal ,scooter ,20
7BA8,31,4.8,Meal ,motorcycle ,27
E226,26,4.6,Buffet ,motorcycle ,17
CE92,23,4.5,Snack ,motorcycle ,20
6FB8,34,4.6,Buffet ,scooter ,42
A499,28,4.9,Drinks ,motorcycle ,29
169A,29,4.7,Drinks ,scooter ,23
A4C3,27,4.5,Buffet ,motorcycle ,27
CD8E,34,4.9,Drinks ,scooter ,19
46CB,37,5.0,Buffet ,scooter ,33
B394,31,4.6,Snack ,motorcycle ,26
6CF7,36,5.0,Drinks ,motorcycle ,17
D87E,27,4.9,Snack ,motorcycle ,26
AC41,21,4.8,Buffet ,motorcycle ,13
4897,36,4.0,Meal ,motorcycle ,46
B37D,36,4.5,Snack ,scooter ,15
AEF8,26,4.6,Meal ,scooter ,23
3477,23,4.8,Buffet ,motorcycle ,29
41A9,23,4.6,Drinks ,motorcycle ,27
6.5E+09,37,4.3,Drinks ,scooter ,34
8C03,34,5.0,Buffet ,motorcycle ,22
5167,22,4.7,Meal ,scooter ,20
A92C,37,4.8,Drinks ,motorcycle ,22
676E,38,3.7,Buffet ,scooter ,44
9A9B,36,5.0,Drinks ,motorcycle ,31
606,29,4.6,Meal ,motorcycle ,23
D389,33,4.6,Meal ,motorcycle ,18
B780,35,4.9,Buffet ,scooter ,29
5E1E,37,4.9,Buffet ,electric_scooter ,19
DA8,21,4.5,Buffet ,electric_scooter ,18
8A38,35,4.4,Snack ,motorcycle ,45
2F53,34,4.9,Meal ,motorcycle ,44
4.6E+06,21,5.0,Buffet ,motorcycle ,15
8AFF,29,4.8,Meal ,motorcycle ,43
2CDC,32,4.5,Drinks ,motorcycle ,19
A1FB,37,4.2,Drinks ,motorcycle ,33
6CAA,32,3.7,Drinks ,scooter ,35
1A77,36,5.0,Snack ,motorcycle ,43
C561,35,4.6,Drinks ,scooter ,29
B2FD,39,4.2,Snack ,motorcycle ,34
AF4A,33,3.9,Drinks ,motorcycle ,35
3711,39,5.0,Snack ,electric_scooter ,39
CF26,26,4.7,Snack ,motorcycle ,24
AFC5,28,4.9,Drinks ,motorcycle ,14
4400,38,5.0,Snack ,scooter ,42
634E,38,3.4,Meal ,motorcycle ,34
D565,21,5.0,Meal ,electric_scooter ,12
DE93,25,4.8,Drinks ,motorcycle ,11
9EBD,23,4.9,Drinks ,scooter ,42
29A2,32,4.9,Drinks ,scooter ,19
2EDA,20,5.0,Snack ,electric_scooter ,15
9E+65,39,4.8,Buffet ,motorcycle ,18
4DF6,22,4.5,Drinks ,scooter ,21
E060,28,4.9,Drinks ,scooter ,18
2F63,36,4.7,Drinks ,scooter ,27
788,25,4.7,Snack ,scooter ,19
BCBA,36,4.0,Buffet ,motorcycle ,32
83D,29,4.6,Snack ,motorcycle ,31
5F8A,33,4.1,Drinks ,motorcycle ,54
3E+54,26,4.6,Snack ,scooter ,14
283B,37,4.5,Drinks ,scooter ,28
6137,35,4.2,Drinks ,scooter ,39
855,30,4.9,Snack ,motorcycle ,38
CFFB,24,4.6,Drinks ,motorcycle ,25
17D2,28,4.8,Snack ,motorcycle ,19
B655,38,4.8,Meal ,scooter ,35
649B,34,4.8,Snack ,scooter ,29
2EA8,32,4.9,Drinks ,motorcycle ,26
7AE7,30,4.7,Meal ,scooter ,25
6EAE,27,4.2,Meal ,motorcycle ,17
B7DF,26,4.8,Drinks ,scooter ,11
C2D4,22,4.6,Snack ,scooter ,15
3E9C,23,4.1,Buffet ,motorcycle ,32
27F5,33,3.8,Meal ,motorcycle ,38
95FF,34,4.6,Buffet ,motorcycle ,38
1FA9,34,5.0,Meal ,motorcycle ,27
D5FE,30,4.7,Snack ,motorcycle ,27
BF71,34,4.7,Drinks ,motorcycle ,20
A43F,36,4.1,Buffet ,scooter ,36
B33A,34,4.3,Meal ,motorcycle ,33
CA18,29,4.7,Drinks ,scooter ,18
674D,22,4.9,Meal ,motorcycle ,23
7045,33,4.8,Meal ,motorcycle ,45
8D8E,29,4.5,Snack ,electric_scooter ,13
67BA,32,3.9,Meal ,motorcycle ,43
A5D3,36,4.8,Meal ,scooter ,15
9A08,25,4.5,Drinks ,motorcycle ,48
C52A,28,4.9,Buffet ,scooter ,10
1241,24,5.0,Meal ,motorcycle ,29
E095,28,5.0,Buffet ,motorcycle ,11
D999,38,4.6,Snack ,motorcycle ,23
E81,37,5.0,Drinks ,motorcycle ,43
8C89,24,4.8,Buffet ,motorcycle ,13
CAE9,34,4.6,Meal ,electric_scooter ,18
239C,26,4.6,Drinks ,motorcycle ,23
4AA5,36,4.6,Snack ,motorcycle ,26
CF20,21,4.5,Snack ,scooter ,29
B14E,29,4.5,Drinks ,scooter ,23
671,29,4.6,Drinks ,scooter ,10
5B0F,24,4.7,Drinks ,motorcycle ,12
5896,32,4.7,Buffet ,motorcycle ,27
1077,29,4.6,Buffet ,scooter ,24
2368,33,4.1,Drinks ,scooter ,34
BA8D,28,4.9,Snack ,scooter ,23
4FBE,37,3.8,Snack ,scooter ,43
41D1,37,4.1,Meal ,scooter ,34
C5B3,28,4.7,Drinks ,motorcycle ,20
AD34,26,4.3,Drinks ,motorcycle ,37
25D7,21,4.7,Drinks ,motorcycle ,14
C6FC,27,4.6,Buffet ,scooter ,19
B3DB,21,4.6,Meal ,scooter ,14
220F,31,4.8,Snack ,motorcycle ,34
A64B,28,4.9,Buffet ,scooter ,22
D42A,31,4.8,Snack ,motorcycle ,18
482A,22,4.5,Drinks ,motorcycle ,25
B20C,36,4.9,Buffet ,motorcycle ,17
7B28,36,4.9,Snack ,motorcycle ,27
7A5D,33,4.2,Snack ,motorcycle ,47
1061,29,4.6,Buffet ,scooter ,18
91EC,32,4.1,Buffet ,scooter ,33
77F8,20,4.7,Snack ,scooter ,11
9E9A,39,4.6,Snack ,electric_scooter ,34
9F0A,33,4.9,Buffet ,electric_scooter ,27
6280,20,4.8,Drinks ,scooter ,13
72DE,22,5.0,Snack ,scooter ,26
2A77,33,4.8,Meal ,motorcycle ,21
5F2C,27,5.0,Buffet ,scooter ,12
1EBE,29,4.6,Drinks ,motorcycle ,16
9117,29,4.5,Snack ,motorcycle ,12
26CE,27,4.9,Buffet ,motorcycle ,20
8A52,30,3.5,Buffet ,scooter ,38
97F7,30,4.3,Drinks ,motorcycle ,33
AC47,37,4.8,Meal ,motorcycle ,12
87EB,20,4.7,Drinks ,motorcycle ,22
3732,24,4.6,Snack ,scooter ,29
86C5,22,4.8,Snack ,motorcycle ,17
A7AB,34,4.4,Snack ,motorcycle ,41
B669,32,4.4,Snack ,scooter ,41
196E,29,5.0,Drinks ,motorcycle ,22
1E+14,31,4.7,Buffet ,motorcycle ,25
DA00,30,4.9,Snack ,scooter ,23
DA58,29,4.8,Meal ,scooter ,37
DCD1,28,4.4,Buffet ,motorcycle ,28
C94,20,4.2,Drinks ,motorcycle ,17
5DB,29,4.6,Buffet ,motorcycle ,47
1342,38,4.5,Meal ,scooter ,20
523A,23,5.0,Drinks ,motorcycle ,20
6EE,29,4.6,Snack ,motorcycle ,31
4625,38,4.6,Buffet ,motorcycle ,44
52B2,30,4.9,Drinks ,scooter ,28
9A1,37,4.7,Snack ,scooter ,25
375C,27,4.8,Drinks ,motorcycle ,16
1BFF,23,4.8,Buffet ,scooter ,18
110F,22,4.1,Meal ,electric_scooter ,34
D37,34,4.9,Drinks ,scooter ,27
928E,24,4.5,Snack ,scooter ,19
1156,29,4.6,Snack ,electric_scooter ,11
212C,26,4.5,Snack ,motorcycle ,20
5143,20,4.6,Drinks ,scooter ,17
4C86,21,4.6,Drinks ,electric_scooter ,11
9F86,23,4.8,Snack ,motorcycle ,13
DA1C,22,4.6,Buffet ,motorcycle ,23
992C,22,4.6,Buffet ,motorcycle ,26
710E,27,3.8,Buffet ,motorcycle ,43
DDA8,38,5.0,Drinks ,scooter ,29
7B9C,36,4.9,Buffet ,scooter ,23
D3BD,35,4.8,Meal ,motorcycle ,24
2A13,34,4.0,Drinks ,electric_scooter ,43
6BA0,27,5.0,Buffet ,motorcycle ,29
9EC4,29,4.6,Snack ,motorcycle ,23
3B4E,30,4.6,Snack ,motorcycle ,26
399B,29,4.6,Snack ,motorcycle ,17
97DD,23,4.6,Snack ,motorcycle ,29
DE41,34,4.6,Meal ,motorcycle ,25
475B,25,4.8,Snack ,scooter ,17
206F,30,4.6,Snack ,motorcycle ,26
4752,31,4.8,Snack ,scooter ,25
2074,26,4.9,Snack ,scooter ,13
C86E,20,4.8,Snack ,motorcycle ,23
6B91,29,4.9,Buffet ,electric_scooter ,13
2CB8,24,4.5,Buffet ,electric_scooter ,18
BED4,21,5.0,Drinks ,electric_scooter ,25
80C1,28,4.9,Buffet ,motorcycle ,36
AC34,39,4.9,Drinks ,scooter ,33
7EA2,28,4.8,Drinks ,motorcycle ,26
5256,22,4.7,Buffet ,motorcycle ,19
8AD9,22,4.9,Meal ,motorcycle ,23
8123,29,4.9,Meal ,motorcycle ,22
6485,29,4.6,Meal ,electric_scooter ,22
350D,35,4.6,Buffet ,motorcycle ,26
9F74,38,3.7,Buffet ,motorcycle ,32
578A,27,4.9,Buffet ,motorcycle ,36
C653,32,4.3,Drinks ,motorcycle ,21
7C53,21,4.7,Snack ,scooter ,13
B163,21,4.8,Drinks ,scooter ,27
8CF0,28,4.6,Buffet ,motorcycle ,10
83C,29,4.6,Meal ,scooter ,15
2F3A,28,4.9,Buffet ,motorcycle ,28
C2D1,32,4.9,Meal ,scooter ,30
1B5A,29,4.6,Snack ,electric_scooter ,11
2141,32,4.9,Meal ,motorcycle ,37
1EEA,30,4.5,Buffet ,motorcycle ,15
235E,28,4.6,Meal ,scooter ,37
4091,21,4.9,Meal ,scooter ,20
11BE,38,4.2,Drinks ,scooter ,34
648B,27,4.7,Snack ,motorcycle ,17
248F,24,4.6,Meal ,scooter ,20
43A4,20,4.2,Buffet ,scooter ,31
82BD,29,4.7,Meal ,electric_scooter ,25
66D5,34,4.8,Meal ,motorcycle ,26
31C6,30,4.7,Buffet ,scooter ,16
D05,38,4.6,Meal ,motorcycle ,36
C625,38,4.4,Meal ,motorcycle ,36
35A1,33,4.9,Meal ,electric_scooter ,23
9538,26,4.6,Snack ,motorcycle ,29
7A64,34,4.7,Buffet ,motorcycle ,22
35A4,37,4.8,Meal ,motorcycle ,25
BDBB,36,4.2,Meal ,motorcycle ,27
B64E,30,4.0,Drinks ,scooter ,36
CEC5,33,3.6,Meal ,electric_scooter ,36
CCAB,27,4.5,Buffet ,motorcycle ,21
AD9B,22,4.8,Snack ,motorcycle ,12
795E,22,4.7,Meal ,motorcycle ,14
7EC0,33,4.2,Drinks ,electric_scooter ,31
9E+87,36,5.0,Snack ,motorcycle ,26
DE85,34,4.8,Buffet ,motorcycle ,20
5A87,30,4.3,Meal ,motorcycle ,48
9E1F,22,4.8,Snack ,motorcycle ,24
7832,22,4.9,Buffet ,motorcycle ,29
1514,36,4.8,Snack ,motorcycle ,48
B775,23,4.6,Snack ,motorcycle ,31
7864,34,4.9,Snack ,electric_scooter ,37
805F,33,4.4,Drinks ,electric_scooter ,43
B279,27,4.5,Snack ,motorcycle ,46
4EA8,37,4.5,Buffet ,motorcycle ,29
989,33,4.6,Buffet ,scooter ,23
A1A4,21,4.6,Drinks ,scooter ,11
82D0,39,4.5,Buffet ,motorcycle ,30
6012,21,4.8,Buffet ,scooter ,11
D9B0,35,4.8,Snack ,motorcycle ,40
AF7E,29,4.1,Buffet ,motorcycle ,34
2D97,30,4.8,Buffet ,scooter ,26
96DA,28,4.6,Snack ,scooter ,19
D161,21,4.9,Snack ,scooter ,19
A71,31,4.6,Meal ,scooter ,18
3AAF,32,4.8,Snack ,scooter ,21
5C73,20,5.0,Meal ,scooter ,27
9548,28,4.6,Meal ,motorcycle ,48
1603,35,4.8,Drinks ,motorcycle ,19
1932,26,4.1,Meal ,motorcycle ,24
2F72,30,4.6,Meal ,scooter ,43
D0D2,29,4.6,Buffet ,scooter ,41
9C0,38,4.7,Snack ,motorcycle ,47
6C5,29,4.6,Buffet ,motorcycle ,24
7C08,25,4.9,Buffet ,scooter ,15
CEA9,36,4.9,Meal ,scooter ,19
BB04,38,4.2,Meal ,motorcycle ,20
77F3,30,4.3,Snack ,motorcycle ,30
641D,31,5.0,Drinks ,scooter ,16
9.3E+06,38,4.9,Meal ,motorcycle ,43
3882,30,4.4,Buffet ,motorcycle ,39
3D18,26,4.9,Drinks ,scooter ,29
B90C,23,4.8,Meal ,scooter ,23
C825,20,4.9,Snack ,motorcycle ,35
6904,34,4.8,Buffet ,motorcycle ,21
7167,33,4.7,Buffet ,scooter ,19
51F7,27,4.6,Snack ,motorcycle ,40
6B5F,38,4.8,Buffet ,electric_scooter ,37
AF66,31,4.1,Drinks ,motorcycle ,22
9838,33,4.3,Snack ,motorcycle ,38
45A4,23,4.8,Drinks ,electric_scooter ,14
DFB7,32,4.0,Drinks ,motorcycle ,31
6B8A,35,4.6,Snack ,scooter ,27
B342,27,4.9,Meal ,motorcycle ,18
4B09,32,4.8,Buffet ,motorcycle ,30
CA89,28,4.6,Drinks ,motorcycle ,17
3F35,30,4.9,Snack ,motorcycle ,23
2934,22,4.5,Meal ,scooter ,11
D4A4,29,4.9,Meal ,scooter ,20
625B,32,4.0,Meal ,motorcycle ,39
920,29,4.6,Snack ,electric_scooter ,42
1D8C,35,4.7,Meal ,motorcycle ,20
561C,35,4.3,Snack ,electric_scooter ,31
5041,34,4.3,Meal ,motorcycle ,34
1B34,29,4.6,Meal ,scooter ,44
C9F3,30,4.2,Buffet ,scooter ,39
CF1D,35,4.8,Snack ,motorcycle ,23
8013,24,4.4,Meal ,motorcycle ,34
28B5,33,4.7,Buffet ,motorcycle ,27
8BDA,32,4.0,Snack ,motorcycle ,37
1F37,33,4.7,Buffet ,electric_scooter ,28
71AC,28,4.6,Snack ,scooter ,13
39A7,20,4.6,Snack ,electric_scooter ,25
775A,21,4.5,Meal ,scooter ,24
9AA,39,4.8,Drinks ,scooter ,20
D482,31,4.2,Drinks ,motorcycle ,38
4DE2,23,4.7,Meal ,motorcycle ,24
9F9,37,4.8,Buffet ,motorcycle ,24
4CDA,26,4.9,Snack ,motorcycle ,15
267D,34,4.8,Snack ,scooter ,26
5981,23,4.1,Meal ,motorcycle ,18
B2FF,20,4.5,Snack ,motorcycle ,16
4A43,27,4.9,Meal ,motorcycle ,23
43D8,39,4.3,Meal ,motorcycle ,38
8767,21,4.9,Drinks ,motorcycle ,16
B687,20,5.0,Snack ,electric_scooter ,18
4D5C,29,4.7,Snack ,scooter ,13
DCE7,39,4.7,Meal ,motorcycle ,27
CB54,30,4.6,Meal ,motorcycle ,46
97ED,39,5.0,Snack ,motorcycle ,32
9B95,27,4.8,Drinks ,motorcycle ,19
B89A,26,4.5,Drinks ,electric_scooter ,20
9DC5,25,4.9,Drinks ,scooter ,28
44FA,25,4.3,Buffet ,motorcycle ,40
33AF,37,4.6,Snack ,scooter ,16
5430,32,4.9,Meal ,motorcycle ,52
5E+57,26,4.7,Snack ,motorcycle ,21
8389,24,4.5,Meal ,scooter ,18
6A51,27,4.8,Snack ,scooter ,27
C2F,30,4.6,Meal ,electric_scooter ,32
47BC,28,4.9,Drinks ,scooter ,15
C10E,29,4.6,Snack ,scooter ,28
C282,39,4.3,Meal ,motorcycle ,34
20D9,20,4.9,Meal ,motorcycle ,28
6B77,26,4.7,Meal ,motorcycle ,11
5477,39,4.7,Buffet ,motorcycle ,20
B45D,27,4.6,Buffet ,scooter ,26
5F00,30,4.6,Meal ,motorcycle ,37
8078,22,4.6,Snack ,motorcycle ,24
824F,31,4.6,Buffet ,motorcycle ,33
AF1E,29,4.9,Snack ,scooter ,11
1CC3,21,4.8,Drinks ,motorcycle ,30
D613,39,4.5,Drinks ,scooter ,26
B961,35,4.2,Meal ,motorcycle ,37
C1D4,20,5.0,Meal ,scooter ,17
AB30,31,5.0,Snack ,scooter ,25
6F5C,31,4.6,Buffet ,scooter ,26
762E,25,4.9,Buffet ,scooter ,25
2C85,22,4.9,Buffet ,motorcycle ,19
27B2,31,4.9,Drinks ,motorcycle ,26
3A95,36,4.9,Snack ,scooter ,27
C29C,30,4.6,Snack ,motorcycle ,52
C6D4,29,4.7,Buffet ,motorcycle ,20
D15F,28,4.8,Buffet ,scooter ,22
1947,22,4.9,Buffet ,motorcycle ,37
570,29,4.6,Meal ,scooter ,27
A50F,25,4.9,Buffet ,scooter ,12
5AC,29,4.6,Buffet ,motorcycle ,39
B351,32,4.6,Snack ,scooter ,17
BB85,33,4.9,Snack ,motorcycle ,22
18C4,29,4.6,Drinks ,motorcycle ,32
2FAE,32,4.4,Buffet ,motorcycle ,40
2FED,26,4.7,Drinks ,motorcycle ,17
3BFC,30,4.9,Buffet ,scooter ,16
8D04,20,4.9,Snack ,scooter ,33
66B0,27,4.7,Drinks ,motorcycle ,13
8518,28,4.9,Buffet ,scooter ,15
A1E4,30,4.9,Meal ,motorcycle ,29
B6CE,37,5.0,Snack ,motorcycle ,39
9094,25,4.9,Buffet ,motorcycle ,42
3192,20,4.5,Snack ,motorcycle ,36
86F9,24,4.1,Buffet ,motorcycle ,19
8F71,37,4.3,Drinks ,motorcycle ,24
C83C,36,4.7,Buffet ,electric_scooter ,19
5B30,38,5.0,Meal ,motorcycle ,29
1C79,37,4.9,Drinks ,motorcycle ,25
8E2A,20,4.8,Meal ,motorcycle ,26
B3E,33,4.9,Buffet ,motorcycle ,46
4B18,31,4.7,Drinks ,electric_scooter ,15
E190,23,4.9,Snack ,scooter ,27
779C,39,4.6,Buffet ,scooter ,15
F86,24,4.9,Snack ,motorcycle ,10
7A88,27,4.8,Drinks ,scooter ,16
D8D6,29,4.6,Buffet ,scooter ,33
7730,32,4.6,Drinks ,motorcycle ,27
